New_ID,background,type,eyes,mouth,headphones,4:20 watch,hat under headphones,shirt,smoke,long hair,short hair,beard,hat over headphones,chain,1-Jan
845,red,plain mfer,ReguEyes,smile,WhitHead,SubRed,None,CollShirGree,None,LongHairBlac,None,None,None,None,None
846,blue,plain mfer,ReguEyes,flat,WhitHead,SubBlac,HeadGreeWhit,None,CigBlac,None,None,None,None,None,None
847,orange,plain mfer,ReguEyes,smile,BlueHead,OystGold,None,None,CigBlac,LongHairBlac,None,None,None,SilvChai,None
848,orange,plain mfer,ReguEyes,smile,RedHead,SubRed,None,HoodDownBlue,CigBlac,None,MohaBlue,None,None,None,None
849,blue,plain mfer,PurpShad,smile,BlacHead,SubBlac,None,None,CigWhit,None,None,None,None,None,None
850,orange,plain mfer,PurpShad,smile,BlacHead,SubRose,None,HoodDownWhit,pipe,None,None,None,None,None,None
851,yellow,plain mfer,ReguEyes,flat,BlueHead,SubBlue,None,None,CigBlac,LongHairBlac,None,None,None,None,None
852,blue,plain mfer,ReguEyes,smile,WhitHead,SubTurq,None,HoodDownWhit,CigWhit,None,None,None,None,None,None
853,orange,plain mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigBlac,None,MessRed,None,None,None,None
854,blue,plain mfer,ReguEyes,smile,RedHead,SubLant(Gre,CapPurp,CollShirYell,CigWhit,LongHairYell,None,None,None,None,None
855,orange,charcoal mfer,ReguEyes,flat,BlacHead,None,None,CollShirPink,CigWhit,None,None,None,None,None,None
856,orange,charcoal mfer,NerdGlas,flat,BlacHead,None,BandDarkGray,HoodDownPink,CigBlac,None,None,None,None,None,None
857,yellow,charcoal mfer,shades,flat,BlacHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
858,orange,plain mfer,EyeMask,smile,PinkHead,None,KnitClev,None,CigBlac,LongHairBlac,None,None,None,None,None
859,green,plain mfer,ReguEyes,smile,WhitHead,OystGold,None,CollShirBlue,None,None,MohaBlac,None,None,None,None
860,green,plain mfer,NerdGlas,flat,GreeHead,SubBlac,None,None,None,None,None,None,None,None,None
861,red,plain mfer,ReguEyes,smile,PinkHead,SubRed,BeanMono,None,CigWhit,None,None,None,None,None,None
862,red,plain mfer,ReguEyes,smile,BlacHead,ArgoBlac,None,HoodDownBlue,CigBlac,LongHairYell,None,None,None,None,None
863,orange,plain mfer,ReguEyes,flat,BlacHead,SubCola(BluRed),None,CollShirBlue,None,LongHairYell,None,None,None,None,None
864,green,charcoal mfer,3DGlas,smile,BlacHead,OystGold,None,None,CigBlac,None,None,None,None,None,None
865,green,plain mfer,PurpShad,smile,WhitHead,SubRed,None,None,CigWhit,None,None,None,None,None,None
866,red,charcoal mfer,NerdGlas,flat,BlacHead,SubBlac,KnitLasVega,None,None,None,None,None,None,None,None
867,yellow,plain mfer,ReguEyes,flat,BlacHead,None,None,None,CigWhit,None,MohaGree,None,None,None,None
868,orange,charcoal mfer,ReguEyes,smile,BlacHead,None,None,HoodDownRed,CigWhit,None,MohaYell,FullBear,None,None,None
869,green,charcoal mfer,EyeMask,smile,BlacHead,None,None,None,CigBlac,None,None,None,None,None,None
870,red,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigWhit,None,MessPurp,None,None,None,None
871,green,plain mfer,vr,smile,PinkHead,SubLant(Gre,None,None,CigBlac,None,MohaBlac,None,None,None,None
872,blue,plain mfer,3DGlas,flat,BlacHead,SubBlac,None,None,CigBlac,None,MohaBlac,None,None,None,None
873,red,plain mfer,PurpShad,flat,BlacHead,SubRed,None,None,CigWhit,None,None,None,TopHat,None,None
874,blue,charcoal mfer,EyeMask,smile,GreeHead,ArgoWhit,None,CollShirYell,CigWhit,None,MessYell,None,None,None,None
875,blue,charcoal mfer,NerdGlas,smile,WhitHead,ArgoBlac,None,None,CigWhit,LongHairBlac,None,None,None,None,None
876,red,charcoal mfer,ReguEyes,smile,BlacHead,None,None,None,CigWhit,None,None,FullBear,None,None,None
877,yellow,plain mfer,ReguEyes,smile,RedHead,SubTurq,None,None,CigBlac,LongHairBlac,None,None,None,None,None
878,red,charcoal mfer,ReguEyes,flat,RedHead,SubRed,None,None,None,None,None,None,None,None,None
879,red,plain mfer,ReguEyes,flat,WhitHead,SubBlac,HeadBlueWhit,None,CigBlac,LongHairBlac,None,None,None,None,None
880,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,KnitClev,CollShirPink,CigWhit,LongHairYell,None,None,None,None,None
881,blue,charcoal mfer,shades,smile,WhitHead,SubTurq,None,None,pipe,LongHairYell,None,None,None,None,None
882,red,plain mfer,NerdGlas,smile,BlueHead,SubBlac,None,HoodDownGray,CigBlac,LongHairYell,None,None,None,None,None
883,orange,plain mfer,EyeMask,smile,WhitHead,SubBlue,None,HoodDownGray,CigWhit,LongHairYell,None,None,None,None,None
884,blue,plain mfer,EyeMask,smile,BlacHead,SubTurq,None,None,CigWhit,None,None,None,None,SilvChai,None
885,green,plain mfer,ReguEyes,smile,GoldHead,None,KnitBuff,None,None,LongHairBlac,None,None,None,SilvChai,None
886,red,plain mfer,ReguEyes,smile,RedHead,SubRed,KnitBuff,None,CigBlac,None,None,None,None,None,None
887,orange,plain mfer,NerdGlas,smile,GoldHead,SubTurq,KnitLasVega,None,CigWhit,None,None,None,None,None,None
888,red,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,KnitKc,None,CigBlac,LongHairBlac,None,None,None,GoldChai,None
889,green,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigWhit,None,MohaGree,None,None,None,None
890,orange,plain mfer,vr,smile,BlacHead,OystGold,HeadBlueGree,None,CigWhit,None,None,None,None,None,None
891,orange,plain mfer,ReguEyes,smile,PinkHead,SubRed,None,None,CigBlac,None,None,None,None,None,None
892,red,plain mfer,3DGlas,smile,BlacHead,SubBlac,KnitPitt,None,CigWhit,None,None,None,None,None,None
893,orange,plain mfer,ReguEyes,smile,WhitHead,SubBlac,None,HoodDownGree,CigWhit,None,None,None,None,None,None
894,yellow,plain mfer,EyeMask,flat,BlacHead,SubRed,None,None,pipe,None,None,FullBear,None,None,None
895,red,plain mfer,PurpShad,flat,BlacHead,None,None,HoodDownBlue,None,None,None,None,None,None,None
896,blue,plain mfer,NerdGlas,smile,BlacHead,SubTurq,KnitKc,HoodDownWhit,CigBlac,None,None,None,None,None,None
897,green,plain mfer,NerdGlas,smile,BlacHead,SubBlac,None,CollShirWhit,CigWhit,None,MessPurp,None,None,None,None
898,green,plain mfer,shades,smile,WhitHead,SubBlac,KnitSanFran,None,None,None,None,FullBear,None,SilvChai,None
899,orange,plain mfer,3DGlas,smile,BlacHead,None,None,None,CigWhit,None,MessYell,FullBear,None,None,None
900,orange,plain mfer,3DGlas,smile,PinkHead,None,None,None,CigWhit,None,None,None,None,None,None
901,green,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,None,None,pipe,LongHairYell,None,FullBear,None,None,None
902,yellow,charcoal mfer,PurpShad,smile,BlacHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
903,blue,charcoal mfer,PurpShad,smile,WhitHead,SubBlac,HeadGreeWhit,None,CigBlac,None,None,None,None,None,None
904,green,plain mfer,ReguEyes,flat,GreeHead,SubBlue,KnitAtla,CollShirPink,CigBlac,None,None,None,None,None,None
905,orange,charcoal mfer,shades,smile,GreeHead,OystGold,None,CollShirWhit,CigBlac,LongHairYell,None,None,None,None,None
906,orange,charcoal mfer,ReguEyes,smile,RedHead,SubRed,HeadPinkWhit,HoodDownBlue,CigBlac,None,None,None,None,None,None
907,green,charcoal mfer,NerdGlas,smile,BlacHead,SubBlac,None,None,CigWhit,None,None,None,None,None,None
908,orange,plain mfer,shades,smile,BlacHead,ArgoBlac,KnitChic,None,CigBlac,None,None,None,None,None,None
909,orange,plain mfer,ReguEyes,flat,WhitHead,ArgoBlac,None,None,None,None,MohaBlue,None,None,SilvChai,None
910,blue,charcoal mfer,NerdGlas,smile,GoldHead,SubRed,None,None,CigBlac,LongHairBlac,None,FullBear,None,None,None
911,yellow,plain mfer,3DGlas,smile,BlacHead,SubRed,None,HoodDownPink,None,None,MessPurp,None,None,None,None
912,yellow,plain mfer,PurpShad,smile,BlacHead,SubBlac,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
913,red,charcoal mfer,3DGlas,flat,BlacHead,SubBlac,None,None,CigWhit,None,None,None,None,None,None
914,orange,plain mfer,NerdGlas,flat,WhitHead,SubBlac,BandDarkGray,HoodDownGray,None,None,None,None,None,None,None
915,blue,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigWhit,LongHairYell,None,None,None,None,None
916,red,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,HeadGreeWhit,HoodDownWhit,CigBlac,None,None,FullBear,None,None,None
917,green,plain mfer,PurpShad,flat,BlacHead,OystSilv,KnitSanFran,None,CigBlac,None,None,None,None,None,None
918,green,charcoal mfer,ReguEyes,smile,WhitHead,None,None,CollShirGree,CigWhit,None,MohaPink,FullBear,None,None,None
919,blue,plain mfer,ReguEyes,flat,WhitHead,SubBlue,BandDarkGray,None,pipe,None,None,None,None,None,None
920,orange,charcoal mfer,PurpShad,flat,GreeHead,OystSilv,KnitChic,CollShirTurq,CigBlac,None,None,None,None,None,None
921,yellow,plain mfer,ReguEyes,smile,WhitHead,None,None,None,CigWhit,None,None,None,hoodie,None,None
922,blue,plain mfer,ReguEyes,smile,PinkHead,SubBlac,None,CollShirWhit,CigBlac,LongHairBlac,None,None,None,None,None
923,orange,plain mfer,3DGlas,smile,WhitHead,SubRose,HeadBlueGree,HoodDownGray,CigWhit,LongHairBlac,None,None,None,None,None
924,yellow,charcoal mfer,PurpShad,smile,BlacHead,ArgoBlac,KnitNewYork,HoodDownWhit,CigWhit,None,None,None,None,None,None
925,blue,plain mfer,ReguEyes,smile,BlueHead,None,KnitLasVega,CollShirBlue,None,None,None,None,None,None,None
926,orange,plain mfer,ReguEyes,smile,BlacHead,OystGold,CapMono,None,CigWhit,None,None,None,None,None,None
927,red,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,HoodDownWhit,CigWhit,LongHairYell,None,None,None,None,None
928,tree,ape mfer,ReguEyes,smile,WhitHead,OystSilv,None,CollShirGree,CigWhit,None,None,None,None,None,None
929,green,charcoal mfer,ReguEyes,flat,BlacHead,SubTurq,None,CollShirPink,CigBlac,None,MohaGree,None,None,None,None
930,blue,charcoal mfer,PurpShad,smile,BlacHead,None,BandRed,CollShirWhit,CigWhit,None,None,None,None,None,None
931,yellow,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,HoodDownPink,None,None,MohaPink,None,None,None,None
932,green,plain mfer,ReguEyes,flat,BlacHead,SubRed,None,None,CigBlac,None,MessRed,None,None,None,None
933,red,charcoal mfer,PurpShad,smile,BlacHead,OystGold,HeadGreeWhit,CollShirGree,CigWhit,None,None,FullBear,None,None,None
934,yellow,plain mfer,ReguEyes,smile,RedHead,OystGold,KnitNewYork,HoodDownBlue,CigWhit,LongHairBlac,None,None,None,None,None
935,orange,charcoal mfer,ReguEyes,smile,GreeHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
936,red,plain mfer,ReguEyes,smile,PinkHead,SubRed,None,CollShirTurq,None,LongHairYell,None,None,None,None,None
937,red,plain mfer,ReguEyes,flat,BlacHead,None,None,None,CigBlac,None,None,None,None,None,None
938,orange,charcoal mfer,ReguEyes,smile,BlueHead,OystSilv,None,CollShirWhit,CigWhit,None,None,None,None,None,None
939,green,charcoal mfer,EyeMask,smile,BlacHead,SubBat(BluBlac,None,None,pipe,None,MohaPink,None,None,SilvChai,None
940,red,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,BandDarkGray,None,CigWhit,None,None,None,None,None,None
941,orange,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,None,CigWhit,None,None,None,None,None,None
942,red,plain mfer,ReguEyes,flat,WhitHead,OystSilv,None,None,CigBlac,LongHairBlac,None,None,None,SilvChai,None
943,blue,plain mfer,vr,flat,WhitHead,None,None,None,CigWhit,None,MessRed,None,None,None,None
944,green,charcoal mfer,ReguEyes,flat,PinkHead,SubBlac,KnitLasVega,HoodDownBlue,None,None,None,None,None,None,None
945,blue,plain mfer,ReguEyes,smile,BlueHead,None,None,None,CigWhit,None,None,None,None,None,None
946,blue,plain mfer,ReguEyes,smile,BlacHead,None,KnitKc,None,None,None,None,None,None,None,None
947,yellow,plain mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigWhit,None,None,None,TopHat,None,None
948,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,HoodDownGray,CigWhit,None,None,None,None,None,None
949,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,BandDarkGray,HoodDownWhit,CigWhit,None,None,None,None,None,None
950,blue,plain mfer,ReguEyes,flat,BlacHead,SubRose,None,HoodDownBlue,CigBlac,None,MohaGree,None,None,None,None
951,yellow,plain mfer,NerdGlas,smile,GreeHead,SubBlac,KnitClev,HoodDownGray,CigWhit,None,None,None,None,None,None
952,red,plain mfer,ReguEyes,smile,RedHead,None,None,None,None,None,MohaGree,None,None,None,None
953,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigBlac,None,None,None,None,None,None
954,yellow,charcoal mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,CollShirWhit,CigBlac,None,None,None,None,None,None
955,orange,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,None,CigWhit,None,MohaYell,None,None,None,None
956,yellow,plain mfer,ReguEyes,smile,WhitHead,None,None,HoodDownBlue,CigWhit,None,None,None,None,None,None
957,blue,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigWhit,LongHairBlac,None,None,None,None,None
958,orange,charcoal mfer,vr,smile,PinkHead,SubBlac,None,None,CigWhit,LongHairYell,None,None,None,None,None
959,red,plain mfer,ReguEyes,smile,WhitHead,SubRed,CapMono,None,CigWhit,None,None,None,None,SilvChai,None
960,orange,plain mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigWhit,None,MohaBlac,None,None,None,None
961,orange,plain mfer,ReguEyes,flat,BlacHead,SubBlue,KnitChic,HoodDownBlue,CigWhit,None,None,None,None,None,None
962,blue,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,None,CigWhit,None,MessBlac,None,None,None,None
963,orange,plain mfer,NerdGlas,smile,BlacHead,SubBlac,None,None,None,None,None,None,None,None,None
964,yellow,charcoal mfer,PurpShad,smile,WhitHead,SubBlue,CapMono,None,CigBlac,None,None,None,None,None,None
965,yellow,plain mfer,ReguEyes,flat,BlacHead,SubLant(Gre,None,None,CigWhit,None,None,FullBear,None,SilvChai,None
966,yellow,charcoal mfer,ReguEyes,smile,None,OystSilv,None,None,CigWhit,None,None,None,PiloHelm,None,None
967,orange,charcoal mfer,shades,smile,GreeHead,SubRed,HeadGreeWhit,None,CigWhit,None,None,None,None,None,None
968,tree,ape mfer,ReguEyes,smile,BlacHead,None,KnitDall,HoodDownWhit,CigWhit,None,None,None,None,None,None
969,red,plain mfer,ReguEyes,smile,WhitHead,SubLant(Gre,None,HoodDownWhit,CigWhit,None,MohaPurp,FullBear,None,None,None
970,red,plain mfer,ReguEyes,flat,WhitHead,None,None,None,pipe,None,MohaYell,None,None,None,None
971,blue,plain mfer,ReguEyes,smile,BlacHead,OystSilv,CapPurp,None,CigWhit,None,None,None,None,None,None
972,orange,plain mfer,ReguEyes,smile,WhitHead,SubBlue,KnitSanFran,None,CigBlac,None,None,None,None,None,None
973,orange,charcoal mfer,ReguEyes,smile,PinkHead,None,None,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
974,yellow,plain mfer,ReguEyes,smile,BlacHead,None,None,HoodDownGray,CigBlac,None,None,None,None,None,None
975,red,plain mfer,ReguEyes,smile,BlacHead,SubRose,None,None,None,None,None,None,CowbHat,None,None
976,yellow,plain mfer,ReguEyes,smile,PinkHead,SubTurq,HeadGreeWhit,None,CigWhit,None,None,None,None,None,None
977,red,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,beanie,CollShirTurq,CigWhit,None,None,None,None,None,None
978,orange,charcoal mfer,ReguEyes,smile,BlacHead,OystGold,None,HoodDownGree,CigBlac,None,None,None,None,None,None
979,blue,charcoal mfer,ReguEyes,smile,GreeHead,ArgoWhit,CapPurp,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
980,blue,plain mfer,ReguEyes,smile,BlacHead,None,KnitBalt,None,None,None,None,None,None,None,None
981,yellow,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,CollShirGree,CigBlac,None,MohaBlac,None,None,None,None
982,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
983,blue,charcoal mfer,shades,smile,RedHead,SubBlue,None,None,pipe,None,None,None,None,GoldChai,None
984,yellow,plain mfer,ReguEyes,smile,RedHead,None,None,HoodDownGray,None,LongHairBlac,None,None,None,None,None
985,blue,plain mfer,shades,flat,WhitHead,SubBlac,None,HoodDownWhit,pipe,None,None,None,None,None,None
986,red,plain mfer,NerdGlas,smile,BlacHead,SubBlue,None,HoodDownGree,CigBlac,None,None,None,None,None,None
987,yellow,plain mfer,ReguEyes,smile,RedHead,SubBlue,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
988,yellow,plain mfer,ReguEyes,smile,WhitHead,SubRose,None,CollShirBlue,pipe,LongHairBlac,None,None,None,None,None
989,yellow,plain mfer,ReguEyes,flat,WhitHead,None,None,None,None,None,None,None,None,None,None
990,green,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,None,None,CigBlac,None,MohaBlac,None,None,None,None
991,yellow,charcoal mfer,NerdGlas,smile,BlacHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
992,orange,plain mfer,ReguEyes,smile,GreeHead,SubTurq,None,HoodDownRed,CigBlac,LongHairBlac,None,None,None,None,None
993,red,plain mfer,ReguEyes,smile,GoldHead,SubBlac,KnitAtla,HoodDownWhit,CigWhit,LongHairBlac,None,None,None,None,None
994,yellow,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,CollShirBlue,None,None,None,None,None,None,None
995,red,plain mfer,ReguEyes,smile,PinkHead,SubRed,None,HoodDownGray,CigWhit,LongHairBlac,None,None,None,None,None
996,orange,charcoal mfer,PurpShad,smile,BlacHead,SubBlac,None,CollShirWhit,CigWhit,None,None,None,None,None,None
997,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,None,None,None,None,None,SilvChai,None
998,yellow,charcoal mfer,3DGlas,smile,RedHead,SubBlac,None,HoodDownGree,CigBlac,None,None,None,None,None,None
999,blue,plain mfer,ReguEyes,smile,GreeHead,None,None,CollShirYell,CigBlac,None,None,None,None,None,None
1000,red,plain mfer,shades,smile,WhitHead,SubRed,None,None,pipe,LongHairBlac,None,None,None,None,None
1001,red,charcoal mfer,ReguEyes,smile,BlueHead,SubBlac,BandDarkGray,None,CigBlac,None,None,None,None,None,None
1002,green,plain mfer,ReguEyes,smile,WhitHead,SubLant(Gre,None,None,CigBlac,None,None,None,hoodie,None,None
1003,blue,plain mfer,ReguEyes,smile,GreeHead,ArgoBlac,None,None,CigWhit,None,None,None,None,None,None
1004,green,charcoal mfer,shades,smile,GoldHead,OystSilv,None,None,None,LongHairBlac,None,FullBear,None,None,None
1005,orange,charcoal mfer,ReguEyes,smile,WhitHead,None,BandDarkGray,CollShirWhit,CigWhit,LongHairYell,None,None,None,None,None
1006,blue,plain mfer,ReguEyes,smile,WhitHead,None,KnitKc,HoodDownBlue,CigWhit,None,None,None,None,None,None
1007,blue,charcoal mfer,ReguEyes,flat,BlacHead,SubBlac,CapMono,None,CigWhit,None,None,None,None,SilvChai,None
1008,red,plain mfer,ReguEyes,smile,BlacHead,OystGold,HeadBlueGree,None,CigBlac,None,None,None,None,None,None
1009,orange,plain mfer,ReguEyes,smile,PinkHead,None,None,CollShirPink,None,None,None,None,None,None,None
1010,orange,plain mfer,ReguEyes,smile,BlueHead,SubRose,CapPurp,None,CigWhit,None,None,None,None,None,None
1011,blue,plain mfer,NerdGlas,flat,GreeHead,OystSilv,None,None,CigWhit,None,None,None,None,None,None
1012,orange,plain mfer,PurpShad,smile,BlacHead,SubBlue,None,CollShirYell,CigWhit,None,None,None,None,None,None
1013,orange,plain mfer,ReguEyes,smile,WhitHead,ArgoBlac,None,None,CigWhit,None,None,FullBear,None,None,None
1014,orange,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,HoodDownGray,CigWhit,LongHairBlac,None,None,None,None,None
1015,yellow,plain mfer,ReguEyes,smile,BlacHead,None,BandRed,HoodDownBlue,CigWhit,None,None,None,None,None,None
1016,green,charcoal mfer,ReguEyes,flat,GoldHead,SubRed,HeadBlueWhit,None,CigBlac,None,None,None,None,None,None
1017,green,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,HeadBlueWhit,None,CigWhit,None,None,None,None,SilvChai,None
1018,red,plain mfer,PurpShad,smile,BlacHead,SubRed,None,None,CigWhit,None,MessYell,None,None,SilvChai,None
1019,red,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,HeadBlueRed,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
1020,orange,plain mfer,ReguEyes,smile,WhitHead,OystGold,KnitNewYork,CollShirWhit,pipe,None,None,None,None,None,None
1021,yellow,charcoal mfer,ReguEyes,smile,BlacHead,None,None,None,None,None,MessRed,None,None,None,None
1022,yellow,charcoal mfer,ReguEyes,flat,BlacHead,SubTurq,KnitAtla,CollShirPink,CigBlac,None,None,None,None,None,None
1023,red,charcoal mfer,ReguEyes,smile,PinkHead,None,None,HoodDownGray,CigWhit,None,MohaBlac,None,None,None,None
1024,yellow,plain mfer,ReguEyes,flat,PinkHead,None,None,None,None,None,None,None,None,None,None
1025,green,plain mfer,ReguEyes,flat,BlacHead,SubRose,None,None,CigBlac,None,None,None,None,None,None
1026,blue,plain mfer,ReguEyes,smile,GreeHead,SubBlue,None,CollShirWhit,CigBlac,None,MohaBlue,None,None,None,None
1027,red,charcoal mfer,ReguEyes,smile,GoldHead,SubBlac,None,None,CigWhit,None,None,None,None,None,None
1028,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubLant(Gre,HeadPinkWhit,None,CigWhit,None,None,None,None,GoldChai,None
1029,green,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,None,None,None,MohaYell,None,None,None,None
1030,orange,plain mfer,NerdGlas,smile,GreeHead,SubBlue,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1031,yellow,plain mfer,NerdGlas,smile,WhitHead,SubBlac,KnitDall,HoodDownBlue,CigBlac,None,None,None,None,None,None
1032,green,charcoal mfer,ReguEyes,flat,PinkHead,SubTurq,None,None,CigBlac,LongHairYell,None,None,None,GoldChai,None
1033,green,plain mfer,ReguEyes,smile,BlacHead,OystSilv,None,None,None,None,MohaBlue,None,None,None,None
1034,graveyard,zombie mfer,ZombEyes,flat,PinkHead,None,None,HoodDownBlue,CigBlac,LongHairYell,None,None,None,None,None
1035,orange,plain mfer,PurpShad,smile,BlueHead,SubRed,None,CollShirBlue,None,None,MessYell,None,None,None,None
1036,blue,plain mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigWhit,None,MohaBlac,None,None,None,None
1037,orange,charcoal mfer,PurpShad,smile,WhitHead,None,None,HoodDownWhit,CigWhit,None,MessPurp,None,None,None,None
1038,green,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,CollShirWhit,CigBlac,LongHairBlac,None,None,None,None,None
1039,green,plain mfer,ReguEyes,flat,BlacHead,None,None,CollShirWhit,CigBlac,None,None,None,None,None,None
1040,blue,charcoal mfer,shades,smile,WhitHead,SubRed,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1041,red,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,CollShirYell,CigWhit,None,None,None,None,None,None
1042,yellow,plain mfer,ReguEyes,smile,PinkHead,SubBlue,None,None,CigBlac,None,MohaBlac,None,None,None,None
1043,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,None,None,LongHairYell,None,None,None,None,None
1044,red,charcoal mfer,ReguEyes,flat,RedHead,SubBlac,None,HoodDownWhit,CigWhit,LongHairBlac,None,None,None,None,None
1045,yellow,plain mfer,NerdGlas,smile,BlacHead,SubLant(Gre,None,None,CigBlac,None,None,None,None,None,None
1046,blue,plain mfer,NerdGlas,smile,WhitHead,SubRed,None,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
1047,green,plain mfer,ReguEyes,smile,PinkHead,SubRose,KnitLasVega,None,CigWhit,LongHairBlac,None,FullBear,None,GoldChai,None
1048,red,charcoal mfer,ReguEyes,smile,WhitHead,ArgoBlac,None,None,CigBlac,None,MohaBlue,None,None,None,None
1049,orange,plain mfer,ReguEyes,smile,WhitHead,SubTurq,None,CollShirYell,CigBlac,LongHairBlac,None,None,None,None,None
1050,red,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,CollShirWhit,None,LongHairBlac,None,None,None,None,None
1051,blue,charcoal mfer,3DGlas,flat,PinkHead,SubBlue,None,None,CigBlac,None,None,None,None,None,None
1052,red,charcoal mfer,NerdGlas,smile,BlacHead,SubRed,BandRed,None,CigBlac,None,None,None,None,None,None
1053,tree,ape mfer,ReguEyes,smile,BlacHead,None,KnitBalt,None,CigBlac,None,None,None,None,None,None
1054,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigBlac,None,MohaBlac,None,None,None,None
1055,yellow,plain mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigWhit,None,MohaBlac,FullBear,None,SilvChai,None
1056,blue,charcoal mfer,PurpShad,smile,WhitHead,None,BandDarkGray,HoodDownBlue,CigWhit,LongHairYell,None,None,None,None,None
1057,blue,charcoal mfer,ReguEyes,smile,BlacHead,ArgoWhit,KnitNewYork,None,CigBlac,None,None,None,None,None,None
1058,blue,plain mfer,ReguEyes,smile,GreeHead,SubBlac,None,HoodDownGray,CigWhit,None,None,None,None,None,None
1059,blue,plain mfer,ReguEyes,flat,WhitHead,OystGold,None,CollShirWhit,pipe,None,None,None,None,None,None
1060,green,plain mfer,ReguEyes,flat,BlacHead,SubRed,None,HoodDownGray,CigWhit,None,None,None,None,None,None
1061,orange,plain mfer,vr,smile,BlacHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
1062,red,charcoal mfer,ReguEyes,smile,RedHead,OystGold,None,None,pipe,None,None,None,None,None,None
1063,blue,plain mfer,ReguEyes,smile,BlacHead,SubRed,CapMono,None,None,None,None,None,None,None,None
1064,orange,charcoal mfer,ReguEyes,smile,RedHead,SubBlac,HeadPinkWhit,None,CigBlac,LongHairBlac,None,None,None,None,None
1065,red,plain mfer,ReguEyes,smile,PinkHead,None,BandRed,None,CigBlac,None,None,None,None,None,None
1066,red,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,KnitLasVega,HoodDownWhit,CigWhit,None,None,None,None,None,None
1067,yellow,plain mfer,NerdGlas,flat,PinkHead,SubTurq,None,HoodDownGree,CigWhit,None,None,None,None,None,None
1068,red,plain mfer,ReguEyes,flat,BlacHead,None,None,None,pipe,None,None,None,None,None,None
1069,orange,plain mfer,ReguEyes,smile,BlacHead,None,None,None,CigWhit,None,None,None,CowbHat,None,None
1070,red,plain mfer,ReguEyes,flat,RedHead,SubBlue,None,CollShirBlue,CigWhit,LongHairBlac,None,None,None,None,None
1071,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubTurq,None,None,CigWhit,None,MessRed,None,None,None,None
1072,green,charcoal mfer,ReguEyes,smile,RedHead,SubRed,KnitDall,CollShirYell,CigWhit,None,None,None,None,None,None
